CODM;RAZAO_SOCIAL;CNPJ;NATUREZA;COD_IES;INSTITUICAO;SIGLA;TELEGONE;SITE;EMAIL;ENDERECO;CIDADE;UF;TIPO;TIPO2;CATEGOORIA;CATEGORIA2;DATA1;CT;ANO_CT;CT_EAD;ANO_EAD;IGC;ANO2;OBS;RLEGAL;OBS3;STIUACAO
998;FADEP - FACULDADE EDUCACIONAL DE PATO BRANCO LTDA;03.420.225/0001-95;Privada com fins lucrativos;1519;CENTRO UNIVERSITÁRIO DE PATO BRANCO (UNIDEP);UNIDEP;(46) 3220 3000;www.unidep.edu.br;unidep@unidep.edu.br;Rua Benjamin Borges dos Santos - 1100 - CEP: 85503-350 - Fraron;Pato Branco;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;30/05/2000;5;2019;5;2020;4;2023;;;Em Descredenciamento voluntário EAD;Ativa
16265;CENTRO EDUCACIONAL DE ENSINO SUPERIOR DE PATOS LTDA;19.768.173/0001-82;Privada com fins lucrativos;3304;CENTRO UNIVERSITÁRIO DE PATOS (UNIFIP);UNIFIP;(83) 34217300;www.fiponline.com.br;coordenacaoacademica@fiponline.edu.br;Rua Horácio Nóbrega - s/n - CEP: 58704-000 - Belo Horizonte;Patos;PB;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;13/05/1970;4;2018;5;2023;3;2023;;;;Ativa
2128;FUNDACAO EDUCACIONAL DE PATOS DE MINAS;23.354.848/0001-14;Privada sem fins lucrativos;3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS (UNIPAM);UNIPAM;343823.0331;www.unipam.edu.br;profhenrique@unipam.edu.br;Rua Major Gote - 808 - CEP: 38702-054 - Caiçaras;Patos de Minas;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;15/04/1970;5;2019;5;2023;4;2023;;;;Ativa
1283;INSTITUTO DE EDUCACAO SUPERIOR SAO PAULO LTDA - EPP;04.207.184/0001-16;Privada com fins lucrativos;1949;CENTRO UNIVERSITÁRIO DE PAULÍNIA (UNIFACP);UNIFACP;(19) 3874 4035;www.facp.com.br;secretaria@facp.com.br;Rua Nelson Prodócimo - 495 - CEP: 13145-004 - Bela Vista;Paulínia;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;27/12/2001;4;2024;4;2018;3;2023;;;;Ativa
1007;CENTRO DE ENSINO SUPERIOR DE PINHAIS LTDA.;03.059.298/0001-01;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1535;Centro Universitário de Pinhais (FAPI);FAPI;(41) 3667 6000;www.fapi-pinhais.edu.br;salette@fapipinhais.edu.br;Avenida Camilo Di Lellis - 1065 - CEP: 83323-000 - Centro;Pinhais;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;27/06/2000;4;2023;4;2019;3;2023;;;;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;1711;CENTRO UNIVERSITÁRIO DE PRESIDENTE PRUDENTE (UNIPRUDENTE);UNIPRUDENTE;(18)39184700;uniesp.edu.br;legis.educ@uniesp.edu.br;Avenida Coronel José Soares Marcondes - 6093 - CEP: 19053-210 - Jardim Aeroporto;Presidente Prudente;SP;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;21/05/2001;4;2019;-;;3;2023;;;;Ativa
2013;SOCIEDADE DE EDUCACAO E CULTURA DE SAO JOSE DO RIO PRETO LTDA.;04.897.478/0001-17;Privada com fins lucrativos;146;CENTRO UNIVERSITÁRIO DE RIO PRETO (UNIRP);UNIRP;(17) 3211 3000;www.unirp.edu.brwww.unirp.com.br;reitoria@unirp.edu.brsecac@unirp.edu.br;Rua Yvette Gabriel Atique - 45 - CEP: 15025-400 - Boa Vista;São José do Rio Preto;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;07/10/1965;5;2023;5;2019;3;2023;;;Adesão ao PROIES;Ativa
2415;ASSUPERO ENSINO SUPERIOR LTDA.;06.099.229/0001-01;Privada com fins lucrativos;2085;CENTRO UNIVERSITÁRIO DE SALVADOR (UNICEUSA);UNICEUSA;(11)5586 4240;https://www.uniceusa.edu.br/;pigeral@unip.brpigeral2020@gmail.com;Avenida Jorge Amado - 780 - CEP: 41705-000 - Boca do Rio;Salvador;BA;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;27/03/2002;4;2023;-;;3;2023;;;;Ativa
447;FUNDACAO MUNICIPAL DE EDUCACAO E CULTURA - FUNEC;47.527.288/0001-10;Pessoa Jurídica de Direito Público - Municipal;1356;CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL (UNIFUNEC);UNIFUNEC;(17) 36419000;www.unifunec.edu.br;reitoria@funecsantafe.edu.br;Avenida Mangará - 477 - CEP: 15775-000 - JARDIM MANGARÁ;Santa Fé do Sul;SP;Centro Universitário;Presencial - Superior;Publica;Especial;06/01/1998;-;;-;;3;2023;;;;Ativa
84;FUNDACAO EDUCACIONAL MONSENHOR MESSIAS;25.002.155/0001-98;Privada sem fins lucrativos;4962;CENTRO UNIVERSITÁRIO DE SETE LAGOAS (UNIFEMM);UNIFEMM;(31) 2106 2106;www.unifemm.edu.br;secretariageral@unifemm.edu.br;Avenida Marechal Castelo Branco - 2.765 - CEP: 35701-242 - Santo Antônio;Sete Lagoas;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;24/04/1970;4;2023;4;2022;3;2023;;;;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;1313;CENTRO UNIVERSITÁRIO DE SUZANO (UNISUZANO);UNISUZANO;(11) 4746 7300;https://uniesp.edu.br/sites/suzano/;legis.educ@uniesp.edu.br;Rua José Correia Gonçalves - 57 - CEP: 08675-130 - Centro;Suzano;SP;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;24/06/1999;4;2022;-;;3;2023;;;;Ativa
1152;SOCIEDADE EDUCACIONAL SOIBRA S/S LTDA;54.281.373/0001-07;Privada com fins lucrativos;1742;Centro Universitário de Tecnologia Carlos Drummond de Andrade;-;(11) 2942 1488;www.drummond.com.br;drummond@drummond.com.br;Avenida São Miguel - 4335 - CEP: 03620-001 - Ponte Rasa;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;29/06/2001;4;2021;4;2018;4;2023;;;;Ativa
2573;ESCOLA TECNOLOGICA DE CURITIBA LTDA - EPP;04.972.854/0001-90;Privada com fins lucrativos;4093;Centro Universitário de Tecnologia de Curitiba (UNIFATEC);UNIFATEC;(41) 3246-7722;https://unifatecpr.com.br/;mauro.af.rizzo@gmail.com;Rua Itacolomi - 450 - CEP: 81070-150 - Portão;Curitiba;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;20/01/2005;4;2021;3;2020;3;2023;;;;Ativa
1152;SOCIEDADE EDUCACIONAL SOIBRA S/S LTDA;54.281.373/0001-07;Privada com fins lucrativos;1762;Centro Universitário de Tecnologia e Negócios Carlos Drummond de Andrade (UniTen CDA);UniTen CDA;(11) 2227-8400;www.drummond.com.br;prof.aureniceleite@drummond.com.br aurenicesleite@gmail.com;Av. Penha de França - 35 - CEP: 03606-010 - Penha;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;09/07/2001;4;2021;4;2018;3;2023;;;;Ativa
423;FUNDACAO MUNICIPAL CENTRO UNIVERSITARIO DA CIDADE DE UNIAO DA VITORIA - UNIUV;75.967.745/0001-23;Pessoa Jurídica de Direito Público - Municipal;649;CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA (UNIUV);UNIUV;(42) 3522-1837;www.uniuv.edu.br;uniuv@uniuv.edu.br;Avenida Bento Munhoz da Rocha Neto - 3.856 - CEP: 84600-000 - São Basílio Magno;União da Vitória;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Publica;Pública Municipal;19/09/1974;-;;-;;3;2023;;;;Ativa
337;FUNDACAO EDUCACIONAL D ANDRE ARCOVERDE;32.354.011/0001-66;Privada sem fins lucrativos;490;CENTRO UNIVERSITÁRIO DE VALENÇA (UNIFAA);UNIFAA;(24)24530700;www.unifaa.edu.br;tauller.matos@faa.edu.brreitoria@faa.edu.brtauller@yahoo.com.br;Rua Sargento Vitor Hugo - 219 - CEP: 27600-000 - Fátima;Valença;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;17/03/1965;5;2018;5;2023;4;2023;;;;Ativa
546;IEMAT SOCIEDADE EDUCACIONAL LTDA;02.485.183/0001-08;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE (UNIVAG);UNIVAG;(65) 3688-6000-3688-6002;www.univag.edu.br;univag@univag.edu.br;Avenida Dom Orlando Chaves - 2655 - CEP: 78118-187 - Cristo Rei;Várzea Grande;MT;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;21/04/1989;5;2023;5;2015;4;2023;;;Unificação de Mantidas;Ativa
2033;UNIVICOSA - UNIAO DE ENSINO SUPERIOR DE VICOSA LTDA;05.131.076/0001-70;Privada com fins lucrativos;3205;CENTRO UNIVERSITÁRIO DE VIÇOSA (UNIVIÇOSA);UNIVIÇOSA;(31) 3899 8000;http://www.univicosa.com.br;univicosa@univicosa.com.br;Avenida Maria de Paula Santana - 3.815 - CEP: 36576-340 - Silvestre;Viçosa;MG;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;26/08/2004;5;2024;-;;4;2023;;;;Ativa
336;FUNDACAO OSWALDO ARANHA;32.504.995/0001-14;Privada sem fins lucrativos;489;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA (UNIFOA);UNIFOA;(24) 33408400;www.unifoa.edu.br;unifoa@foa.org.br ivanete.oliveira@foa.org.br fernanda.paula@foa.org.br;Avenida Dauro Peixoto Aragão - 1325 - CEP: 27240-560 - Três Poços;Volta Redonda;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;22/05/1968;5;2024;5;2021;4;2023;;;;Ativa
160;FUNDACAO EDUCACIONAL DE VOTUPORANGA;45.164.654/0001-99;Privada sem fins lucrativos;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA (UNIFEV);UNIFEV;(17) 3405 9999;www.unifev.edu.br;izasilva@fev.edu.br;Rua Pernambuco - 4196 - CEP: 15500-006 - Patrimônio Novo;Votuporanga;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;13/07/1968;5;2018;5;2019;3;2023;;;;Ativa
924;UNIAO DINAMICA DE FACULDADES CATARATAS UDC LTDA;01.208.350/0001-00;Privada com fins lucrativos;1396;Centro Universitário Dinâmica das Cataratas (UDC);UDC;(45) 3523 6900;www.udc.edu.br;angela@udc.edu.br;Rua Castelo Branco - 349 - CEP: 85852-010 - Centro;Foz do Iguaçu;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;03/11/1999;5;2018;5;2010;3;2023;;;;Ativa
255;FUNDACAO COMUNITARIA EDUCACIONAL E CULTURAL PATROCINIO;17.839.812/0001-28;Privada sem fins lucrativos;1450;CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO (UNICERP);UNICERP;(34) 3839 3737;www.unicerp.edu.br;reitoria@unicerp.edu.br;Avenida Liria Terezinha Lassi Capuano - 466 - CEP: 38747-792 - Universitário;Patrocínio;MG;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;05/03/1974;4;2023;-;;3;2023;;;;Ativa
218;INSTITUTO ENSINAR BRASIL;19.322.494/0001-59;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;5370;Centro Universitário Doctum de Teófilo Otoni (UNIDOCTUM);UNIDOCTUM;(33)3322 6321/ 3322 6329 / 3322 6323;www.doctum.edu.br;diretoria@doctum.edu.br morgana@doctum.edu.br;Rua Gustavo Leonardo - 1.127 - CEP: 39801-260 - São Jacinto;Teófilo Otoni;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;16/12/2002;4;2018;5;2017;3;2023;;;;Ativa
359;CENTRO DE ENSINO UNIFICADO DO DISTRITO FEDERAL LTDA;00.078.220/0001-38;Privada com fins lucrativos;518;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL (UDF);UDF;(61) 37048805;www.udf.edu.br;aleao@udf.edu.br;SEP - SUL EQ 704 / 904 Conjunto A - S/N - CEP: 70390-045 - Asa Sul;Brasília;DF;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;31/01/1969;5;2023;-;;3;2023;;;;Ativa
206;UNIAO DE EDUCACAO E CULTURA GILDASIO AMADO LTDA;27.496.819/0001-48;Privada com fins lucrativos;1559;CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO UNESC (UNESC);UNESC;(27) 3723 3000;www.unesc.br;fchiepe@unesc.br;Avenida Fioravante Rossi - 2930 - CEP: 29703-858 - Martinelli;Colatina;ES;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;17/04/1967;5;2023;5;2022;4;2023;;;;Ativa
544;ASSOCIACAO CULTURAL E EDUCACIONAL DO PARA;15.254.949/0001-95;Privada sem fins lucrativos;792;CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ (CESUPA);CESUPA;(91) 4009-2100 / 4009-9100;www.cesupa.br;cesupa@cesupa.br;Avenida Governador José Malcher - 1963 - CEP: 66060-232 - São Brás;Belém;PA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;06/01/1989;5;2014;5;2019;4;2023;;;Adesão ao PROIES;Ativa
740;CESB - CENTRO DE EDUCACAO SUPERIOR DE BRASILIA LTDA;00.422.333/0001-09;Privada com fins lucrativos;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB (IESB);IESB;(61) 39624693;www.iesb.br;eda@iesb.br;SGAS Quadra 613/614 - Av. L2 Sul - S/N - CEP: 70200-730 - Asa Sul;Brasília;DF;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;16/02/1998;5;2017;5;2019;3;2023;;;;Ativa
168;INSTITUTO MAUA DE TECNOLOGIA IMT;60.749.736/0001-99;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1445;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA (CEUN-IMT);CEUN-IMT;(11) 4239 3000;www.maua.br;ceun@maua.br;Praça Mauá - 1 - CEP: 09580-900 - Mauá;São Caetano do Sul;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;26/06/1962;4;2018;4;2022;4;2023;;;;Ativa
15756;IESTEC- INSTITUTO DE ENSINO SUPERIOR TEOLOGICO CRISTAO - ME;12.509.127/0001-10;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;17628;Centro Universitário do Maciço de Baturité;-;(85) 3347-2774;www.centrounimb.edu.br;reitoria@centrounimb.edu.br;Av. Dr. Clóvis Amora Vasconcelos - 497 - CEP: 62760-000 - Sanharão;Baturité;CE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;04/03/2015;5;2023;4;2017;3;2023;;;;Ativa
327;ASSOCIACAO EDUCACIONAL DOM BOSCO;31.463.235/0001-43;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;473;Centro Universitário Dom Bosco do Rio de Janeiro (UniDomBosco-RJ);UniDomBosco-RJ;(24) 33 83 9000;www.aedb.br;esteves@aedb.br;Avenida Professor Antonio Esteves - 01 - CEP: 27523-000 - Morada da Colina;Resende;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;28/08/1968;5;2022;5;2019;3;2023;;;;Ativa
1856;FUNDACAO MOVIMENTO DIREITO E CIDADANIA - FUNDACAO MDC;02.475.083/0001-09;Privada sem fins lucrativos;216;Centro Universitário Dom Helder (UNIDOM);UNIDOM;(31) 21258800;www.domhelder.edu.br;secretaria@domhelder.edu.br;Rua Álvares Maciel - 628 - CEP: 30150-250 - Santa Efigênia;Belo Horizonte;MG;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;27/07/1972;4;2008;3;2015;3;2023;;;;Ativa
2274;INSTITUICAO BAIANA DE ENSINO SUPERIOR LTDA;05.817.107/0001-40;Privada com fins lucrativos;3588;CENTRO UNIVERSITÁRIO DOM PEDRO II (UNIDOMPEDRO);UNIDOMPEDRO;(79) 981146586;www.unidompedro.edu.br;adriano.douglas@unidompedro.edu.br;Avenida Tancredo Neves - 1367 - CEP: 41820-021 - Caminho das Árvores;Salvador;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;16/05/2005;4;2023;4;2022;3;2023;;;Unificação de Mantidas;Ativa
338;ASSOCIACAO AMPARO AOS PRAIANOS DO GUARUJA;48.703.227/0001-20;Privada sem fins lucrativos;491;CENTRO UNIVERSITÁRIO DON DOMÊNICO (UNIDON);UNIDON;(13) 33083000;www.unidon.edu.br;secretariafaculdade@dondomenico.com.brfernandopassaes@dondomenico.com.br;Av. Dr. Arthur Costa Filho - 20 - CEP: 11410-080 - Vila Maia;Guarujá;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;29/09/1972;4;2024;4;2021;3;2023;;;Adesão ao PROIES;Ativa
2405;CENESUP - CENTRO NACIONAL DE ENSINO SUPERIOR LTDA;05.474.470/0001-00;Privada com fins lucrativos;1422;CENTRO UNIVERSITÁRIO DO NORTE (UNINORTE);UNINORTE;(81) 3413-4611;http://www.uninorte.com.br;emec@sereducacional.com;Av. Getúlio Vargas - 604 - CEP: 69020-010 - centro;Manaus;AM;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;14/07/1994;5;2023;4;2023;3;2023;;;Unificação de Mantidas;Ativa
1051;FACULDADES UNIDAS DO NORTE LTDA;25.205.162/0001-97;Privada com fins lucrativos;1600;Centro Universitário do Norte de Minas (Uninorte Minas);Uninorte Minas;(38)2101-9268;;thalita.pimentel@funorte.edu.brruth.figueiredo@funorte.edu.brruy.muniz@funorte.com.br;Avenida Osmane Barbosa - 11.111 - CEP: 39404-006 - JK;Montes Claros;MG;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;28/12/2000;5;2021;-;;4;2023;;;;Ativa
17941;CIERP - CENTRO INTEGRADO DE ENSINO SUPERIOR DE RIO PRETO;37.165.058/0001-03;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1129;CENTRO UNIVERSITÁRIO DO NORTE DE SÃO PAULO (UNORTE);UNORTE;(17) 3203-2500;www.unorte.edu.br;unorte@unorte.edu.br nai@unorte.edu.br;Rua Ipiranga - 3460 - CEP: 15020-040 - Jardim Alto Rio Preto;São José do Rio Preto;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;21/02/1972;4;2023;4;2019;3;2023;;;;Ativa
560;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;79.265.617/0001-99;Privada com fins lucrativos;14403;CENTRO UNIVERSITÁRIO DO PARANÁ (UNIPA);UNIPA;44 3027-6385 - RAMAL 1109 - (44) 3027-6360;www.unicesumar.edu.br;normas@unicesumar.edu.brfabiana.nsilva@vitru.com.br;Rua Itajubá - 673 - CEP: 81070-190 - Bairro Portão;Curitiba;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;16/05/2011;5;2024;5;2019;3;2023;;;Unificação de Mantidas;Ativa
587;AESPI ENSINO SUPERIOR DO PIAUI LTDA.;11.648.433/0001-74;Privada com fins lucrativos;2150;CENTRO UNIVERSITÁRIO DO PIAUÍ (UNIFAPI);UNIFAPI;(11) 5586 4240;https://unifapi.edu.br/;pigeral@unip.brpigeral2020@gmail.com;Rua Arlindo Nogueira - 285 - CEP: 64001-290 - Centro;Teresina;PI;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;23/12/2002;4;2025;4;2022;2;2023;;;;Ativa
449;UNIAO EDUCACIONAL DO PLANALTO CENTRAL S.A;00.720.144/0001-12;Privada com fins lucrativos;5439;CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS (UNICEPLAC);UNICEPLAC;(61) 3035 3930;www.uniceplac.edu.br;flavia.giustina@uniceplac.edu.br;Siga Área Especial No- 02 - s/n - CEP: 72460-000 - Setor Leste Gama;Brasília;DF;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;19/11/1986;5;2024;5;2019;4;2023;;;;Ativa
78;FUNDACAO CULTURAL DE ARAXA;17.806.696/0001-40;Privada sem fins lucrativos;1575;CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ (UNIARAXÁ);UNIARAXÁ;(34)3669 2000;www.uniaraxa.edu.br;reitoria@uniaraxa.edu.brraquelveloso@uniaraxa.edu.br;Av. Ministro Olavo Drummond - 5 - CEP: 38180-084 - SÃO GERALDO;Araxá;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;27/08/1973;5;2024;5;2017;3;2023;;;;Ativa
1125;APESU ENSINO SUPERIOR DE PERNAMBUCO LTDA;11.870.359/0001-36;Privada com fins lucrativos;1708;CENTRO UNIVERSITARIO DO RECIFE (UNIPESU);UNIPESU;(11) 5586 4291;;pigeral@unip.brpigeral2020@gmail.com;Rua Dom Bosco - 551 - CEP: 50070-070 - Boa Vista;Recife;PE;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;06/03/2001;4;2020;-;;2;2023;;;;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;516;CENTRO UNIVERSITÁRIO DO RIO DE JANEIRO (UNIRJ);UNIRJ;(21)3506 0480;http://uniesp.edu.br/sites/unirj/;alessandra.amaral@uniesp.edu.br.edu.brlegis.educ@uniespl.edu.br;Rua Engenheiro Trindade - 229 - CEP: 23050-290 - Campo Grande;Rio de Janeiro;RJ;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;24/07/1970;4;2018;4;2023;2;2023;;;;Ativa
846;LIGA DE ENSINO DO RIO GRANDE DO NORTE;08.340.515/0001-42;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1264;CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE (UNI-RN);UNI-RN;(84) 32152917;http://www.unirn.edu.br;unirn@unirn.edu.br patricia@unirn.edu.br;Rua Prefeita Eliane Barros - 2000 - CEP: 59014-540 - Tirol;Natal;RN;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;24/12/1998;4;2024;5;2018;4;2023;;;;Ativa
1457;ORGANIZACAO SETE DE SETEMBRO DE CULTURA E ENSINO LTDA;03.866.544/0001-29;Privada com fins lucrativos;2222;Centro Universitário do Rio São Francisco Unirios (UNIRIOS);UNIRIOS;(75) 35010777;www.unirios.edu.br;secretaria@unirios.edu.br;Rua Vereador José Moreira - 1000 - CEP: 48603-004 - Perpétuo Socorro;Paulo Afonso;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;29/01/2002;5;2024;5;2019;4;2023;;;;Ativa
1198;SOCEC- SOCIEDADE CAPIBARIBE DE EDUCACAO E CULTURA LTDA;41.229.501/0001-21;Privada com fins lucrativos;1805;CENTRO UNIVERSITÁRIO DOS GUARARAPES (UNIFG);UNIFG;(81) 3461-5503;www.unifg.edu.br;regulatorio@animaeducacao.com.br;Rua Comendador José Didier - 27 - CEP: 54400-160 - Piedade;Jaboatão dos Guararapes;PE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;09/08/2001;5;2023;4;2022;3;2023;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar;Ativa
2415;ASSUPERO ENSINO SUPERIOR LTDA.;06.099.229/0001-01;Privada com fins lucrativos;2241;CENTRO UNIVERSITÁRIO DO SUDESTE MINEIRO (UNICSUM);UNICSUM;(11)5586 4291;;pigeral@unip.brpigeral2020@gmail.com;Avenida Presidente Itamar Franco - 3180 - CEP: 36025-290 - São Mateus;Juiz de Fora;MG;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;09/12/2002;4;2023;-;;3;2023;;;Unificação de Mantidas;Ativa
2124;FUNDACAO DE ENSINO E PESQUISA DO SUL DE MINAS;21.420.856/0001-96;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;3368;CENTRO UNIVERSITÁRIO DO SUL DE MINAS (UNIS-MG);UNIS-MG;(35)3219-5000;unis.edu.br;p.institucional@unis.edu.brdimitri.barbosa@unis.edu.br;Avenda Alzira Barra Gazzola - 650 - CEP: 37031-099 - Aeroporto;Varginha;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;16/07/1965;5;2023;5;2019;3;2023;;;;Ativa
435;ASSOCIACAO SALGADO DE OLIVEIRA DE EDUCACAO E CULTURA;28.638.393/0001-82;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO (UNITRI);UNITRI;(21) 2138-4945;www.unitri.edu.br;reitoria@nt.universo.edu.br;Av. Nicomedes Alves dos Santos - 4545 - CEP: 38411-106 - Gávea;Uberlândia;MG;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;31/10/1997;5;2024;-;;3;2023;;;;Ativa
