NOME-INSTITUICAO-EMPRESA,QUANTIDADE
"FACULDADE DE ECONOMIA, ADMINISTRACAO E CONTABILIDADE DE RIBEIRAO PRETO USP",2
UNIAO DAS FACULDADES DOS GRANDES LAGOS - UNILAGO,2
REDE D'OR SAO LUIZ,2
INSTITUTO FEDERAL DO CEARA - CAMPUS SOBRAL,2
FUNDACAO PARA CONSERVACAO E P. FLORESTAL - SMA- SP,2
"ORGANIZACAO DAS NACOES UNIDAS PARA A EDUCACAO, CIENCIA E CULTURA",2
FACULDADE SALESIANA MARIA AUXILIADORA,2
INSTITUT CATALA D'INVESTIGACIO QUIMICA,2
WELSCH MEDEIROS ADVOCACIA E CONSULTORIA,2
CONSELHO REGIONAL DE ENFERMAGEM DO PARANA,2
PREFEITURA MUNICIPAL DE OSORIO,2
IFMT CAMPUS SAO VICENTE,2
SECRETARIA DA EDUCACAO DE ALAGOAS,2
FUNDACAO ITAU,2
"UNIVERSIDADE DO ESTADO DA BAHIA, CAMPUS VIII",2
"INSTITUTO DE QUIMICA, UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",2
INSTITUTO DE FISICA DE SAO CARLOS - UNIVERSIDADE DE SAO PAULO,2
PREFEITURA MUNICIPAL DE CHAPECO,2
FUNDACAO MUNICIPAL DE CULTURA DE BELO HORIZONTE,2
ESCOLA DE ARTES CIENCIAS E HUMANIDADES DA UNIVERSIDADE DE SAO PAULO,2
CENTRO UNIVERSITARIO CATOLICA DE SANTA CATARINA - JOINVILLE,2
SECRETARIA DE ESTADO DA SAUDE DO TOCANTINS,2
UNICEUB,2
INSTITUTO SENAI DE TECNOLOGIA EM QUIMICA E MEIO AMBIENTE,2
SANTA CASA DE MISERICORDIA DA BAHIA,2
UNIVERSITA DEGLI STUDI DI TORINO,2
UNIVERSIDADE AGOSTINHO NETO,2
SERVICO BRASILEIRO DE APOIO AS MICRO E PEQUENAS EMPRESAS,2
COMPANHIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA - MATRIZ,2
INSTITUTO DE NEUROLOGIA E CARDIOLOGIA DE CURITIBA,2
FACULDADE DE SETE LAGOAS,2
SECRETARIA DE ESTADO DA EDUCACAO E DO ESPORTE DE ALAGOAS,2
AUTARQUIA MUNICIPAL DE SAUDE DE LONDRINA,2
"INSTITUTE OF ENTOMOLOGY, BIOLOGY CENTRE CAS, THE CZECH ACADEMY OF SCIENCES",2
FUNDACAO EDUCACIONAL DA REGIAO DE JOINVILLE,2
FACULDADE DE MEDICINA VETERINARIA E ZOOTECNIA - UNESP BOTUCATU,2
PREFEITURA MUNICIPAL DE AMERICANA/SP,2
COLEGIO DE APLICACAO - UFRGS,2
CEVA SAUDE ANIMAL,2
"UNIVERSIDADE FEDERAL DA BAHIA, FACULDADE DE FILOSOFIA E CIENCIAS HUMANAS",2
MINISTERIO PUBLICO DO RIO GRANDE DO SUL,2
CENTRO UNIVERSITARIO FACID WYDEN,2
FACULDADE ATENEU,2
ASSOCIACAO PARA CONSERVACAO DOS CARNIVOROS NEOTROPICAIS,2
FACULDADE BERTIOGA (ASSOCIACAO CULTURAL E EDUCACIONAL DE BERTIOGA),2
AUTODESK DO BRASIL,2
ITATIJUCA BIOTECH,2
ULSTER UNIVERSITY,2
HOSPITAL ADVENTISTA SILVESTRE,2
HOSPITAL IPIRANGA,2
FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,2
CENTRO DE DESENVOLVIMENTO DE TECNOLOGIA NUCLEAR,2
FACULDADES IESGO,2
CLINICA DE RADIOTERAPIA INGA,2
INSTITUTO FEDERAL DE ALAGOAS - CAMPUS SATUBA,2
PREFEITURA MUNICIPAL DE GUAIBA,2
VOLVO DO BRASIL VEICULOS,2
CENTRO UNIVERSITARIO UNIFACEX,2
COLEGIO SAO JOSE,2
IQVIA,2
FACULDADE DE MEDICINA VETERINARIA E ZOOTECNIA USP,2
INSTITUTO FEDERAL DO CEARA - CAMPUS PARACURU,2
COMPANHIA DE PESQUISA DE RECURSOS MINERAIS DE RECIFE,2
CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DO SISAL,2
BIOMA MEIO AMBIENTE LTDA.,2
UNIVERSIDADE DE PERNAMBUCO - CAMPUS GARANHUNS,2
FACULDADE ANHANGUERA DE TABOAO DA SERRA,2
SECRETARIA MUNICIPAL DE EDUCACAO DE ESTEIO,2
INSTITUTO DE PSIQUIATRIA DE SANTA CATARINA,2
FACULDADE EDUFOR,2
MINISTERIO PUBLICO DE PERNAMBUCO,2
INSTITUTO DA CRIANCA - HOSPITAL DAS CLINICAS DA FMUSP,2
FACULDADE DE DIREITO DA UERJ,2
FUNDACAO DE APOIO A UNIVERSIDADE FEDERAL DE SAO PAULO,2
INSTITUTO SENAI DE INOVACAO EM QUIMICA VERDE,2
FACULDADE UNYLEYA,2
HOSPITAL DAS CLINICAS DE BAURU,2
SYRACUSE UNIVERSITY,2
INSTITUTO NACIONAL DE CIENCIA E TECNOLOGIA EM TUBERCULOSE,2
PREFEITURA MUNICIPAL DE MARIA DA FE,2
ARQUIVO PUBLICO DO ESTADO DO RIO DE JANEIRO,2
FACULDADE EDUCACIONAL DE MEDIANEIRA - UDC MEDIANEIRA,2
CLINICA DA CIRCULACAO,2
UNIBRASIL CENTRO UNIVERSITARIO,2
OKLAHOMA STATE UNIVERSITY,2
SECRETARIA MUNICIPAL DE EDUCACAO DE BELEM,2
AGROPALMA,2
ESTACIO,2
INSTITUTO AGUA CONECTA,2
"FACULDADE ESTADUAL DE EDUCACAO, CIENCIAS E LETRAS DE PARANAVAI",2
FACULDADE UMFG,2
ASSOCIACAO SAUDE DA FAMILIA,2
RADBOUD UNIVERSITY MEDICAL CENTER,2
FACULDADE CENSUPEG,2
UNIVERSITY OF CALIFORNIA IRVINE,2
UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO,2
IESEG SCHOOL OF MANAGEMENT,2
BANCO DO NORDESTE DO BRASIL,2
INSTITUTO SUPERIOR MIGUEL TORGA,2
PARQUE MUNICIPAL DA MATINHA,2
ESCOLA ESTADUAL ANTONIO CARLOS,2
ESCOLA ESTADUAL MYRIAM COELI,2
AGENCIA REGULADORA DE SERVICOS PUBLICOS DELEGADOS DO PARANA,2
UNIVERSIDADE ESTADUAL DO NORTE DO PARANA - CAMPUS CORNELIO PROCOPIO,2
UNIVERSIDADE DO VALE DO TAQUARI,2
FACULDADE DE ODONTOLOGIA,2
SECRETARIA MUNICIPAL DE EDUCACAO DE CAMPO GRANDE/MS,2
CONSULTORIO DE PSICOLOGIA CLINICA,2
UNIVERSITY OF WAIKATO,2
FACULDADE DE CIENCIAS FARMACEUTICAS - UNIVERSIDADE DE SAO PAULO,2
ASSOCIACAO ESTADUAL DE DEFESA AMBIENTAL E SOCIAL,2
UNIVERSITAT ZU KOLN,2
ECRETARIA MUNICIPAL DE SAUDE-SEMSA,2
CENTRO UNIVERSITARIO GOYAZES,2
NUCLEO DE QUIMICA ANALITICA,2
EUROPEAN SYNCHROTRON RADIATION FACILITY,2
CENTRO AGROECOLOGICO TAMANDUA,2
INSTITUTO DE CRIMINALISTICA,2
ONCOTRATA,2
HOSPITAL UNIVERSITARIO REGIONAL DE MARINGA,2
PREFEITURA MUNICIPAL DE ITACARE,2
COLEGIO MILITAR DE BELO HORIZONTE,2
FACULDADE IELUSC,2
CELESC DISTRIBUICAO,2
SECRETARIA DA AGRICULTURA E ABASTECIMENTO,2
FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,2
CENTRO UNIVERSITARIO FBV WYDEN,2
INSTITUTO DE EDUCACAO IVOTI,2
FACULDADE DE TECNOLOGIA DO VALE DO IVAI,2
ACADEMIA JUDICIAL DO PODER JUDICIARIO DE SANTA CATARINA,2
ASSOCIACAO DE COMBATE AO CANCER EM GOIAS,2
SECRETARIA DE SAUDE DO ESTADO DO AMAZONAS,2
UNIVERSIDADE ESTADUAL DO CENTRO- OESTE,2
DEPARTAMENTO DE ENGENHARIA ELETRICA,2
ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ DA UNIVERSIDADE DE SAO PAULO,2
INSTITUTO FEDERAL DE MINAS GERAIS - CAMPUS SAO JOAO EVANGELISTA,2
INSTITUTO DE EDUCACAO PROFESSOR ISMAEL COUTINHO,2
CENTRO UNIVERSITARIO IBMEC,2
INSTITUTO BRASILEIRO DE MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,2
FUNDACAO UNIVERSITARIA DE ITAPERUNA,2
MUSEU NACIONAL/ UFRJ,2
FACULDADES MAGSUL,2
ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ/ UNIVERSIDADE DE SAO PAULO,2
LABORATORIO CENTRAL DE SALUD PUBLICA,2
UNIVERSIDAD DE PAMPLONA,2
SECRETARIA DE EDUCACAO DE SERGIPE,2
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA SUL-RIOGRANDENSE",2
BANCO BRADESCO,2
COLUMBIA UNIVERSITY MEDICAL CENTER,2
SECRETARIA DE SAUDE DO ESTADO DO PARANA,2
COLEGIO MARISTA ROSARIO,2
CENTRO DE PESQUISA RENE RACHOU/FIOCRUZ,2
UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES,2
CONSULTORIO PRIVADO DE PSIQUIATRIA,2
NANOX TECNOLOGIA,2
FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA - UNIR,2
UNIDADE DE EXECUCAO TECNICO-CIENTIFICA DE MARINGA,2
SECRETARIA DE ESTADO DE MEIO AMBIENTE,2
INSTITUTO DE DEFESA AGROPECUARIA DO ESTADO DE MATO GROSSO,2
FACULDADE ADVENTISTA DE MINAS GERAIS,2
INSTITUCION UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA,2
UFMG,2
FUNDACAO ALFREDO DA MATTA,2
INSTITUT NATIONAL DE LA SANTE ET LA RECHERCHE MEDICALE,2
PAN AMERICAN SCHOOL OF PORTO ALEGRE,2
DEPARTAMENTO DE CIENCIA DOS MATERIAIS,2
ESCOLA PAULISTA DE MEDICINA-UNIFESP,2
FACULDADE DO CENTRO OESTE PAULISTA,2
ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA DO SOCORRO RICARTE LOPES,2
FACULDADE DE EDUCACAO E CULTURA DE VILHENA,2
UNIVERSIDADE FEDERAL DE MATO GROSSO - CAMPUS SINOP,2
MSD SAUDE ANIMAL,2
UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,2
ECOLE POLYTECHNIQUE DE MONTREAL,2
THE UNIVERSITY OF NEWCASTLE AUSTRALIA,2
FACULDADE INTEGRADA TIRADENTES,2
INSTITUTE OF CYTOLOGY AND GENETICS SB RAS,2
CENTRO UNIVERSITARIO UNIFIP,2
FUNDACAO DE ENSINO SUPERIOR DE PASSOS,2
FACULDADE DE TECNOLOGIA SEBRAE,2
UNIVERSITA CA' FOSCARI VENEZIA,2
UNIFESP,2
ABILI TECNOLOGIA DA INFORMACAO LTDA.,2
KROTON EDUCACIONAL DE BELO HORIZONTE,2
FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS - FEI,2
FACULDADE UNINASSAU PETROLINA,2
FUNDACAO OSWALDO ARANHA,2
EDF RENEWABLES DO BRASIL,2
TEXAS A&M AGRILIFE RESEARCH,2
INSTITUTO DE QUIMICA USP,2
CENTRO EDUCACIONAL DE ENSINO SUPERIOR DE PATOS LTDA,2
SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA DE XAXIM,2
COLEGIO MILITAR DE FORTALEZA,2
FACULDADE CATOLICA DE MATO GROSSO,2
CENTRO UNIVERSITARIO SENAI SANTA CATARINA,2
INSTITUTO FEDERAL DE GOIAS - CAMPUS LUZIANIA,2
JUSTICA FEDERAL DE PRIMEIRO GRAU NO RIO GRANDE DO NORTE,2
INSTITUTO DE PESQUISA CLINICA EVANDRO CHAGAS,2
FUNDACAO OSWALDO CRUZ MATO GROSSO DO SUL,2
INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE,2
UNIVERSIDAD NACIONAL EXPERIMENTAL DEL TACHIRA,2
UNIVERSITA DEGLI STUDI DI MODENA E REGGIO EMILIA,2
FACULDADE DE ARQUITETURA E URBANISMO - USP,2
"MINISTERIO DO DESENVOLVIMENTO E ASSISTENCIA SOCIAL, FAMILIA E COMBATE A FOM",2
INSTITUTO FEDERAL GOIANO CAMPUS MORRINHOS,2
INSTITUTO DE QUIMICA,2
FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE GOIAS,2
SAMSUNG ELETRONICA DA AMAZONIA,2
UNIVERSIDADE FEDERAL DE RIO GRANDE,2
PREFEITURA MUNICIPAL DE VIANA,2
CENTRO DE SAUDE PROFESSOR JOSE AUGUSTO BARRETO,2
UNIVERSIDADE FEDERAL DE SERGIPE - CAMPUS LARANJEIRAS,2
HOSPITAL DAS CLINICAS UNICAMP,2
CLINICA INTEGRA,2
INSTITUTO FEDERAL DE PERNAMBUCO - CAMPUS IGARASSU,2
BANCO DA AMAZONIA - BELEM,2
FUNDACAO PARAENSE DE RADIODIFUSAO,2
AGENCIA PAULISTA DE TECNOLOGIA EM AGRONEGOCIOS,2
INSTITUTO NAZIONALE DI ASTROFISICA,2
CENTRO DE PESQUISA GONCALO MONIZ,2
CASA DE OSWALDO CRUZ - FIOCRUZ,2
SECRETARIA DE EDUCACAO DO CEARA,2
SECRETARIA ESTADUAL DE SAUDE DE ALAGOAS,2
UNIDADE DE ENSINO SUPERIOR DE FEIRA DE SANTANA,2
INSTITUTO BRASILEIRO DE OFTALMOLOGIA,2
INSTITUTO UNIVERSITARIO DE PESQUISAS DO RIO DE JANEIRO,2
FACULDADE ARNALDO,2
PREFEITURA MUNICIPAL DE IJUI,2
PREFEITURA MUNICIPAL DE FOZ DO IGUACU,2
NOVAMERICA,2
FUNDACAO MUNICIPAL DE ARTES DE MONTENEGRO,2
UNIVERSIDADE FEDERAL DO MARANHAO - CAMPUS PINHEIRO,2
ESALQ/USP,2
-,2
ASSOCIACAO BRASILEIRA DE COMUNICACAO EMPRESARIAL,2
CENTRO UNIVERSITARIO ATENEU,2
MANCHESTER METROPOLITAN UNIVERSITY,2
SECRETARIA DE EDUCACAO DO RIO GRANDE DO SUL,2
UNICARIOCA,2
CENTRO UNIVERSITARIO MARIO PONTES JUCA - UMJ,2
UNIVERSIDAD NACIONAL DE INGENIERIA,2
SANTA CASA DE MISERICORDIA DE JUIZ DE FORA,2
LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO,2
ESCOLA NACIONAL DE SAUDE PUBLICA/FIOCRUZ,2
JUSTICA FEDERAL EM PERNAMBUCO,2
UNIAO DAS FACULDADES CATOLICAS DE MATO GROSSO,2
FUNDACAO DE ESTUDOS SOCIAIS DO PARANA,2
A C CAMARGO CANCER CENTER,2
SECRETARIA DE ESTADO DE EDUCACAO E DESPORTO,2
UNIVERSIDADE NACIONAL TIMOR LOROSA'E,2
CENTRO UNIVERSITARIO - CATOLICA DE SANTA CATARINA,2
SENAC,2
"BARBOSA, MUSSNICH & ARAGAO ADVOGADOS",2
ASSOCIACAO EDUCACIONAL BOA VIAGEM,2
HOSPITAL SAMUR,2
ORGANIZACAO MUNDIAL DA SAUDE,2
FACULDADE DE MEDICINA VETERINARIA,2
UNIVERSIDADE DO ESTADO DA BAHIA - CAMPUS XI,2
INSTITUTO DE FILOSOFIA E CIENCIAS SOCIAIS,2
PROCURADORIA GERAL DO ESTADO DA BAHIA,2
DEFENSORIA PUBLICA DO ESTADO DO PARA,2
FACULDADE DE ARACAJU,2
MENDONCA & RADUN ADVOGADOS,2
HOSPITAL MARCIO CUNHA,2
SECRETARIA DE ESTADO DA EDUCACAO DO RIO GRANDE DO NORTE,2
INSTITUTO FEDERAL DE ALAGOAS CAMPUS ARAPIRACA,2
CENTRO UNIVERSITARIO NOBRE,2
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - DEPARTAMENTO NACIONAL,2
FUNDACAO AMARAL CARVALHO,2
NUCLEO DE SEPARACOES,2
UFMS,2
DENIS BORGES BARBOSA ADVOGADOS,2
DEPARTAMENTO GERAL DE ACOES SOCIOEDUCATIVAS,2
"UNIVERSITY OF WASHINGTON, TACOMA",2
INSTITUTO DO MEIO AMBIENTE DO ESTADO DE SANTA CATARINA,2
UNIVERSIDAD DEL VALLE,2
FUNDACAO EDUCACIONAL SEVERINO SOMBRA,2
CENTRO DE PESQUISAS AGGEU MAGALHAES/FIOCRUZ,2
ESCOLA SUPERIOR SAO FRANCISCO DE ASSIS,2
SUPERINTENDENCIA DE POLICIA TECNICO-CIENTIFICA DE GOIAS,2
FUNDACAO OSWALDO CRUZ CENTRO DE PESQUISAS GONCALO MONIZ,2
ADVOCACIA & CONSULTORIA,2
FACULDADE ADVENTISTA DO PARANA,2
FIOCRUZ BAHIA,2
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA, CAMPUS IGUATU",2
CENTRO ESTADUAL DE MONITORAMENTO E ALERTA DE DESASTRES NATURAIS,2
PREFEITURA MUNICIPAL DE ITATIAIA,2
HOSPITAL UNIVERSITARIO CASSIANO ANTONIO DE MORAIS/EBSERH,2
KOREA AEROSPACE UNIVERSITY,2
INSTITUTO FEDERAL RIO GRANDE DO SUL,2
UNIVERSITATSKLINIKUM HEIDELBERG,2
FACULDADES INTEGRADAS MARIA IMACULADA,2
FUNDO NACIONAL DE DESENVOLVIMENTO EDUCACIONAL,2
UNIVERSIDAD DE LA SALLE,2
UNIVERSITAT JAUME I,2
PUC MINAS,2
UNIVERSIDADE PITAGORAS UNOPAR ANHANGUERA,2
GENOMICS FOR CLIMATE CHANGE RESEARCH CENTER,2
AGENCIA DE TECNOLOGIA DA INFORMACAO,2
"UNIVERSIDADE DE SAO PAULO, FACULDADE DE MEDICINA",2
PODER JUDICIARIO DE SANTA CATARINA,2
UNIVERSITE DE BORDEAUX,2
CENTRO DE PESQUISAS EM REOLOGIA E FLUIDOS NAO NEWTONIANOS,2
FACULDADE DO NOROESTE DE MINAS,2
MUSEO ARGENTINO DE CIENCIAS NATURALES BERNARDINO RIVADAVIA,2
ETH ZURICH,2
CONJUNTO HOSPITALAR DO MANDAQUI,2
COMPANHIA DE PESQUISA DE RECURSOS MINERAIS-REPO,2
FUNDACAO DE APOIO A EDUCACAO E DESENVOLVIMENTO TECNOLOGICO DE MG,2
FUNDACAO OSWALDO CRUZ PIAUI,2
VITTIA S.A.,2
SESI - SERVICO SOCIAL DA INDUSTRIA DE MS,2
INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DE DUQUE DE CAXIAS,2
SOCIEDADE VICENTE PALLOTTI,2
SENSOFT INDUSTRIA E AUTOMACAO LTDA,2
PREFEITURA MUNICIPAL DE CARAMBEI,2
SECRETARIA MUNICIPAL DA EDUCACAO DE SALVADOR,2
ESCOLA DE ARQUITETURA DA UNIVERSIDADE FEDERAL DE MINAS GERAIS,2
INSTITUTO SUPERIOR DE EDUCACAO PROFESSOR ALDO MUYLAERT,2
ESCOLA DE ENFERMAGEM DA USDP,2
INSTITUTO DE NEUROLOGIA E NEUROCIRURGIA,2
FACULDADE NOSSA SENHORA DE FATIMA,2
DREXEL UNIVERSITY,2
UNIVERSIDAD DEL TOLIMA,2
FUNDACAO HOSPITALAR DO DISTRITO FEDERAL,2
ESCOLA MUNICIPAL PEDRO ALVARES CABRAL,2
SERVICO MUNICIPAL DE SANEAMENTO AMBIENTAL DE SANTO ANDRE,2
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,2
DEPARTAMENTO DE NEUROBIOLOGIA,2
UNIAO DAS FACULDADES INTEGRADAS DE NEGOCIOS,2
"CONTRAPROVA ANALISES, ENSINO E PESQUISAS LTDA.",2
FACULDADE DE CIENCIAS FARMACEUTICAS DA USP,2
SECRETARIA ESTADUAL DE SAUDE DE GOIAS,2
TRIBUNAL DE JUSTICA DO ESTADO DE SAO PAULO (SP),2
FACULDADE DE TEOLOGIA E CIENCIAS HUMANAS,2
EMEB CORONEL FRANCISCO ORLANDO,2
PREFEITURA MUNICIPAL DE TUCURUI,2
PREFEITURA MUNICIPAL DE ITUMBIARA,2
PREFEITURA MUNICIPAL DE MARILIA,2
THE UNIVERSITY OF SYDNEY,2
EMPRESA MATOGROSSENSE DE PESQUISA ASSISTENCIA E EXTENSAO RURAL,2
INSTITUTO SENAI DE INOVACAO EM MANUFATURA E PROCESSAMENTO A LASER,2
ASTRAZENECA DO BRASIL,2
FACULDADE DE ODONTOLOGIA DE PIRACICABA- UNICAMP,2
FACULDADE DE TECNOLOGIA DO IPE,2
FACULDADE SAO JOSE,2
HEMO CORD CLINICA MEDICA,2
CENTRO UNIVERSITARIO CESUMAR,2
SECRETARIA DE EDUCACAO DO MATO GROSSO DO SUL,2
FACULDADE DE ODONTOLOGIA USP,2
CENTRO UNIVERSITARIO FARIAS BRITO,2
HOSPITAL DAS CLINICAS - FACULDADE DE MEDICINA DA UNIVERSIDADE DE SAO PAULO,2
MUSEU PAULISTA DA UNIVERSIDADE DE SAO PAULO,2
HOSPITAL UNIVERSITARIO EVANGELICO MACKENZIE,2
"FUNDACAO OSWALDO CRUZ, INSTITUTO AGGEU MAGALHAES.",2
UNIVERSITY OF TOKYO,2
UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA - APUCARANA,2
CENTRO UNIVERSITARIO UNICARIOCA,2
ADVOGADA,2
FACULDADE DE CIENCIAS FARMACEUTICAS DE RIBEIRAO PRETO/USP,2
EMBRAPA PANTANAL,2
AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,2
INSTITUTO MULTIDISCIPLINARIO DE BIOLOGIA VEGETAL - CONICET,2
ESCOLA SUPERIOR DE PROPAGANDA E MARKETING (RS),2
PROCURADORIA GERAL DA JUSTICA DO ESTADO DO RIO GRANDE DO SUL,2
HOSPITAL ESCOLA DA UNIVERSIDADE FEDERAL DE PELOTAS,2
POLICIA RODOVIARIA FEDERAL,2
UNIVERSITAT BIELEFELD,2
FAPERJ,2
FUNDACAO HOSPITAL ADRIANO JORGE,2
MINISTERIO DOS DIREITOS HUMANOS E DA CIDADANIA,2
BASE AEREA DE SANTA MARIA,2
FUNDACAO OSWALDO CRUZ-FIOCRUZ-RONDONIA,2
TRIBUNAL REGIONAL DO TRABALHO DA 7 REGIAO,2
UNIVERSITEIT VAN AMSTERDAM,2
CLYONS DIAGNOSTICA,2
CEU LAW SCHOOL,2
CENTRO UNIVERSITARIO UNIFANOR WYDEN,2
SECRETARIA DO MEIO AMBIENTE DO ESTADO DE SAO PAULO,2
FACULDADE INTERNACIONAL SIGNORELLI,2
FIAM-FAAM CENTRO UNIVERSITARIO,2
INSTITUTO DE TERRAS E CARTOGRAFIA DO ESTADO DO RIO DE JANEIRO,2
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,2
UNIAO DAS FACULDADES DE ALTA FLORESTA,2
EUROFARMA LABORATORIOS - MATRIZ,2
CASA PUBLICADORA BRASILEIRA,2
UNIVERSITAT BASEL,2
UNIVERSIDADE FEDERAL DE GOIAS CAMPUS JATAI,2
"UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO, FACULDADE DE ODONTO",2
HOSPITAL GERAL DE SANTA MARIA,2
GRUPO EDUCACIONAL BOM JESUS,2
LABORATORIO CENTRAL DE SAUDE PUBLICA PROF GONCALO MONIZ,2
FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS,2
HOSPITAL DE AMOR,2
FACULDADE DE CIENCIAS HUMANAS E SOCIAIS DE PARIPIRANGA,2
"UNIVERSIDADE FEDERAL DE GOIAS, CAMPUS JATAI",2
FUNDACAO GETULIO VARGAS (SP),2
FACULDADE BARRETOS,2
HOSPITAL DO SERVIDOR PUBLICO ESTADUAL DE SAO PAULO,2
"FACULDADE DE ZOOTECNIA E ENGENHARIA DE ALIMENTOS, UNIVERSIDADE DE SAO PAULO",2
UNIVERSITY OF ILLINOIS AT CHICAGO,2
DEPARTAMENTO DE LETRAS NEO-LATINAS,2
SECRETARIA MUNICIPAL DE EDUCACAO DE CAUCAIA,2
ENDERECO RESIDENCIAL,2
UNESP- CAMPUS DE OURINHOS,2
HOSPITAL RENASCENTISTA,2
COGNA EDUCACAO,2
FACULDADE CIDADE DE JOAO PINHEIRO,2
CARDIFF UNIVERSITY,2
FACULDADE DE MEDICINA UNIVERSIDADE DE SAO PAULO,2
HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,2
SECRETARIA DE ESTADO DA EDUCACAO E DA CULTURA DO RIO GRANDE DO NORTE,2
UNIVERSITA DEGLI STUDI DI TRENTO,2
INSTITUTO DE DESENVOLVIMENTO RURAL DO PARANA - IAPAR - EMATER,2
FACULDADE DAS AMERICAS,2
CENTRO DE INOVACAO NO AGRONEGOCIO,2
SECRETARIA ESTADUAL DE EDUCACAO DE SAO PAULO,2
UNIVERSITY OF NORTH CAROLINA SYSTEM,2
FACULDADE CNEC SANTO ANGELO,2
FUNDACAO MAMIFEROS AQUATICOS,2
ARQUIVO PUBLICO E HISTORICO DO MUNICIPIO DE RIO CLARO,2
UNIVERSIDAD DE NARINO,2
HOSPITAL UNIVERSITARIO DO OESTE DO PARANA,2
CENTRO UNIVERSITARIO PARAISO DO CEARA,2
DEFENSORIA PUBLICA DO ESTADO DO PIAUI,2
FACULDADES INTEGRADAS DE ARACRUZ,2
UNITOLEDO WYDEN,2
HOSPITAL MATERNO-INFANTIL DE BRASILIA,2
COLUMBIA UNIVERSITY,2
SECRETARIA DO ESTADO DA EDUCACAO DO PARANA,2
DEPARTAMENTO DE CIRURGIA GERAL,2
FACULDADE CNA DE TECNOLOGIA,2
UNIVERSITY OF MARYLAND BALTIMORE,2
OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS,2
PREFEITURA MUNICIPAL DE FRANCA,2
SLC AGRICOLA S. A.,2
FUNDACAO INSTITUTO DE ADMINISTRACAO,2
"INSTITUTO DE FISICA DE SAO CARLOS, UNIVERSIDADE DE SAO PAULO",2
FACULDADES DO CENTRO DO PARANA,2
UNIVERSITE PARIS-SACLAY,2
SECRETARIA DE ESTADO DA EDUCACAO DO ESPIRITO SANTO,2
SECRETARIA DE ESTADO E EDUCACAO,2
FACULDADE DE BALSAS,2
HOSPITAL VILA DA SERRA,2
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO MATO GROSSO",2
NOVAFACE,2
CALIFORNIA INSTITUTE OF TECHNOLOGY,2
SECRETARIA DE EDUCACAO DO PARA,2
FACULDADE DE TECNOLOGIA E CIENCIAS DE JEQUIE,2
CONSELHO REGIONAL DE EDUCACAO FISICA,2
FACULDADE DE FARMACIA,2
MAX PLANCK INSTITUTE FOR LEGAL HISTORY AND LEGAL THEORY,2
FACULDADE DE QUATRO MARCOS,2
CHINA THREE GORGES BRASIL,2
FACULDADES BEZERRA DE ARAUJO,2
COLEGIO ESTADUAL MANOEL RIBAS,2
RENSSELAER POLYTECHNIC INSTITUTE,2
CENTRO UNIVERSITARIO NATALENSE,2
ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ/USP,2
UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - CAMPUS ERECHIM,2
ELETROBRAS,2
CENTRO UNIVERSITARIO UNIEVANGELICA,2
EMBRAPA RONDONIA,2
HOSPITAL DE MESSEJANA,2
PREFEITURA MUNICIPAL DE MACEIO,2
UNIVERSIDAD CENTROCCIDENTAL LISANDRO ALVARADO,2
